setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0001,BTCUSD,2025-01-02T13:00:00+00:00,2025-01-03T18:00:00+00:00,2025-01-03T19:00:00+00:00,NY,bearish,BOS BOS,proximal,98520.2,99141.4,97580.3,,1.56,,friday_flat,98483.7,0.059,1.56,0.0,14.75,True,,0.91,-0.233,1,15,-1,178,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-26T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bearish,with_trend,2025-01-02T12:00:00+00:00,1,2024-12-26T08:00:00+00:00,SHORT,aligned,148.3,False,1,solid,2.08,2.19,2.19,fresh,Asia,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0002,BTCUSD,2025-01-03T07:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,95793.9,95340.0,96488.7,,1.6,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,26,premium,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-02T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,against_trend,2025-01-03T06:00:00+00:00,1,2025-01-02T13:00:00+00:00,LONG,counter,59.3,False,0,marginal,3.96,1.08,1.62,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0003,BTCUSD,2025-01-03T07:00:00+00:00,,,London,bullish,CHoCH CHoCH,50pct,95586.95,95340.0,96488.7,,3.973,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,26,premium,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-02T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,against_trend,2025-01-03T06:00:00+00:00,1,2025-01-02T13:00:00+00:00,LONG,counter,55.1,False,0,marginal,3.96,1.08,1.62,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0004,BTCUSD,2025-01-03T09:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,94939.9,94482.1,96017.2,,2.46,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,34,discount,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-01T23:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,9,bullish,with_trend,2025-01-03T08:00:00+00:00,1,2025-01-02T03:00:00+00:00,LONG,aligned,42.1,False,0,marginal,1.39,1.18,1.77,fresh,Other,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0005,BTCUSD,2025-01-03T09:00:00+00:00,,,London,bullish,CHoCH CHoCH,50pct,94731.0,94482.1,96017.2,,5.619,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,34,discount,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-01T23:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,9,bullish,with_trend,2025-01-03T08:00:00+00:00,1,2025-01-02T03:00:00+00:00,LONG,aligned,37.8,False,0,marginal,1.39,1.18,1.77,fresh,Other,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0006,BTCUSD,2025-01-04T05:00:00+00:00,,,Asia,bullish,Confirmation BOS,proximal,96797.5,96390.4,97434.3,,1.65,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,16,discount,0.0,,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-03T13:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,5,bullish,with_trend,2025-01-04T04:00:00+00:00,1,2025-01-03T18:00:00+00:00,LONG,aligned,25.5,False,1,marginal,1.4,1.04,1.04,fresh,NY,Asia,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0007,BTCUSD,2025-01-04T05:00:00+00:00,,,Asia,bullish,Confirmation BOS,50pct,96613.95,96390.4,97434.3,,4.03,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,16,discount,0.0,,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-03T13:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,5,bullish,with_trend,2025-01-04T04:00:00+00:00,1,2025-01-03T18:00:00+00:00,LONG,aligned,19.1,False,1,marginal,1.4,1.04,1.04,fresh,NY,Asia,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0008,BTCUSD,2025-01-06T15:00:00+00:00,2025-01-07T15:00:00+00:00,2025-01-07T15:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,99031.6,98625.0,99798.0,,1.98,,sl,98625.0,-1.0,-1.0,-1.0,-250.0,True,,2.663,-4.751,0,-1,-1,5,discount,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-01-06T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bearish,against_trend,2025-01-06T14:00:00+00:00,1,2025-01-06T13:00:00+00:00,LONG,aligned,45.0,False,0,marginal,1.65,1.21,1.81,no_fvg,London,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0009,BTCUSD,2025-01-06T15:00:00+00:00,2025-01-07T15:00:00+00:00,2025-01-07T15:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,98848.3,98625.0,99798.0,,4.671,,sl,98625.0,-1.0,-1.0,-1.0,-250.0,True,,5.67,-7.829,0,-1,-1,5,discount,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-01-06T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bearish,against_trend,2025-01-06T14:00:00+00:00,1,2025-01-06T13:00:00+00:00,LONG,aligned,40.5,False,0,marginal,1.65,1.21,1.81,no_fvg,London,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
T0010,BTCUSD,2025-01-06T15:00:00+00:00,2025-01-06T16:00:00+00:00,2025-01-07T00:00:00+00:00,NY,bearish,Confirmation BOS,proximal,101714.0,102627.8,100359.8,,1.52,,sl,102627.8,-1.0,-1.0,-1.0,-250.0,True,,0.537,-1.06,8,-1,-1,437,premium,0.0,,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-19T10:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,15,bearish,with_trend,2025-01-06T14:00:00+00:00,1,2024-12-19T19:00:00+00:00,SHORT,aligned,111.5,False,1,solid,2.27,2.45,2.45,fresh,London,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
